Ticker,Drug,Stage,Catalyst
ARDM,Linhaliq (Pulmaquin)  Non-cystic fibrosis bronchiectasis (non-CF BE).,PDUFA priority review,"12/01/2016  Phase 3 data released December 1, 2016. One of two trials met primary endpoint."
LXRX,Sotagliflozin  Type 1 Diabetes,Phase 2,12/05/2016  Phase 2 trial did not meet primary endpoint.
HZNP,ACTIMMUNE  Friedreich's Ataxia (FA),Phase 3,"12/08/2016  Phase 3 data released December 8, 2016 - primary endpoint not met"
SGYP,Trulance (plecanatide)  Constipation-predominant irritable bowel syndrome (IBS-C),PDUFA,"12/09/2016  Phase 3 data from first trial met primary endpoint - December 9, 2016."
SGYP,Trulance (plecanatide)  Constipation-predominant irritable bowel syndrome (IBS-C),Approved,"12/09/2016  Phase 3 data from first trial met primary endpoint - December 9, 2016."
AKAO,Plazomicin  Complicated urinary tract infections (cUTI),Approved,"12/12/2016  Phase 3 data released December 12, 2016 - primary endpoint met."
OPHT,Fovista  Wet age-related macular degeneration (Wet-AMD),Phase 3,"12/12/2016  Phase 3 data released December 12, 2016 - primary endpoint not met."
ABUS,ARB-1467  Hepatitis B (HBV),Phase 2,"12/12/2016  Phase 2 single dose data released September 2016, multiple dose data released December 12, 2016."
LIFE,Resolaris  Limb girdle muscular dystrophy (LGMD) 2B / Adult patients with facioscapulohumeral muscular dystrophy (FSHD),Phase 1/2,"12/13/2016  Phase 1b/2 data released December 13, 2016."
PRTO,Vonapanitase (PRT-201) PATENCY-1 Chronic kidney disease (CKD) patients undergoing surgical placement of an arteriovenous fistula (AVF),Phase 3,"12/13/2016  Phase 3 data released December 13, 2016 - primary endpoint not met."
VCEL,MACI Focal chondral cartilage defects in the knee.,Approved,"12/13/2016  FDA Approval announced December 13, 2016 ahead of PDUFA date of January 3 2017."
BDSI,Clonidine gel  Painful diabetic neuropathy (PDN),Phase 2b,"12/13/2016  Phase 2b data released December 13, 2016 - primary endpoints not met."
VTVT,TTP273 - LOGRA  Type 2 Diabetes,Phase 2,"12/14/2016  Phase 2 primary endpoint met - December 14, 2016."
CLVS,Rucaparib ARIEL2  Cancer - ovarian second line,Approved,"12/19/2016  Approved December 19, 2016. Original PDUFA date under priority review was February 23, 2017."
ACAD,Pimavanserin - Harmony  Alzheimer’s disease psychosis,Phase 3,"12/20/2016  Phase 2 top-line data released December 20, 2016. Primary endpoint met. Key secondary endpoint missed."
MACK,MM-302 HERMIONE  Cancer - HER2-positive locally advanced or metastatic breast cancer,Phase 2,"12/21/2016  Phase 2 trial discontinued December 21, 2016 due to poor efficacy."
NVS,Lutathera  Inoperable progressive midgut NETs,PDUFA,"12/21/2016  PDUFA date under priority review was December 28, 2016. CRL issued December 21, 2016."
NVS,Lutathera  Inoperable progressive midgut NETs,Approved,"12/21/2016  PDUFA date under priority review was December 28, 2016. CRL issued December 21, 2016."
LXRX,Sotagliflozin  Type 1 Diabetes,PDUFA,"12/21/2016  Phase 3 data from second trial released December 21, 2016 - primary endpoint met."
SNY,Sotagliflozin  Type 1 Diabetes,PDUFA,"12/21/2016  Phase 3 data from second trial released December 21, 2016 - primary endpoint met."
SGYP,Trulance (plecanatide)  Constipation-predominant irritable bowel syndrome (IBS-C),PDUFA,"12/22/2016  Phase 3 data from second trial met primary endpoints - December 9 and 22, 2016."
SGYP,Trulance (plecanatide)  Constipation-predominant irritable bowel syndrome (IBS-C),Approved,"12/22/2016  Phase 3 data from second trial met primary endpoints - December 9 and 22, 2016."
IRWD,Linaclotide  Irritable Bowel Syndrome with Constipation (IBS-C),Phase 3,"12/22/2016  Phase 2b data released December 22, 2016."
IONS,SPINRAZA - Nusinersen  Spinal muscular atrophy (SMA),Approved,"12/23/2016  Approved December 23, 2016."
AMPH,Primatene Mist (epinephrine inhalation aerosol)  Asthma,CRL,"12/27/2016  CRL issued December 27, 2016."
ANTH,Sollpura (liprotamase)  Cystic fibrosis who suffer from exocrine pancreatic insufficiency,Phase 3,"12/28/2016  Top-line data released December 27, 2016 - missed primary endpoint."
MLNT,Solithera - intravenous  Community-acquired bacterial pneumonia (CABP),CRL,"12/29/2016  CRL announced December 29, 2016. Further trials required."
OPK,hGH-CTP  Adults - growth hormone deficiency,Phase 3,"12/30/2016  Phase 3 data released December 30, 2016 - primary endpoint not met."
AGRX,Twirla  Contraceptive patch,CRL,"01/03/2017  CRL issued 2013. Phase 3 top-line data released January 3, 2017 - poor data but intends to reflile NDA 1H 2017."
PLX,AIR DNase (PRX-110)  Cystic Fibrosis,Phase 2,"01/03/2017  Phase 2 interim data released January 3, 2017."
AEZS,Macimorelin Acetate - Macrilen  Adult Growth Deficiency,Approved,"01/04/2017  Phase 3 data released January 4, 2017 - trial failed."
GNCA,GEN-003  Genital herpes,-,"01/05/2017  Phase 2b data released January 5, 2017."
OTIC,OTIPRIO  Acute otitis externa,PDUFA,"01/05/2017  Phase 3 trial met primary endpoint - January 5, 2017."
OTIC,OTIPRIO  Acute otitis externa,Approved,"01/05/2017  Phase 3 trial met primary endpoint - January 5, 2017."
HALO,PEGPH20 - HALO-301  Pancreatic cancer,Phase 3,01/05/2017  Primary endpoint met.
EGLT,ARYMO ER  Abuse-Deterrent Morphine,Approved,"01/09/2017  Approved January 9, 2017."
CHRS,CHS-1420  Psoriasis,Phase 3,"01/10/2017  Phase 3 top-line data met endpoints August 2016. Full data due released January 10, 2016."
TSRO,"Rolapitant - intravenous (IV)  Prevention of chemotherapy induced nausea and vomiting, or CINV in HEC patients",Approved,01/11/2017  CRL issued January 11 2017.
FGEN,Pamrevlumab (FG-3019)  Pancreatic cancer,Phase 1/2,"01/17/2017  Phase 2 abstract released January 17, 2017."
NBIX,INGREZZA  Tourette syndrome - adults,Phase 2,"01/18/2017  Phase 2 data released January 18, 2017 did not meet primary endpoint."
AGN,ESMYA (ulipristal acetate)  Uterine Fibroids,CRL,"01/18/2017  Phase 3 data released January 18, 2017 - endpoints met."
AGN,Oxymetazoline HCl cream 1.0%  Facial Erythema (Redness) Associated with Rosacea,Approved,"01/19/2017  Approved January 19, 2017."
ABBV,Imbruvica  Marginal zone lymphoma,Approved,"01/19/2017  sNDA filing under priority review approved January 19, 2017."
SGYP,Trulance (plecanatide)  Chronic idiopathic constipation (CIC),Approved,"01/19/2017  Approved January 19, 2017."
MRNS,Ganaxolone  CDKL5 disorder,Phase 3,"01/23/2017  Phase 2 preliminary CDKL5 cohort data released January 23, 2017."
VRTX,VX-150  Osteoarthritis,Phase 2,"01/25/2017  Phase 2 primary endpoint met - January 25, 2017."
AGN,Linaclotide 72 mcg dose for use in the treatment of adults  Chronic idiopathic constipation (CIC),Approved,"01/26/2017  sNDA approval announced January 26, 2017."
PFE,PF-06425090  C. difficile Infection,Phase 2,"01/26/2017  Phase 2 positive data released January 26, 2017."
NOVN,SB204 Acne vulgaris,Phase 3,"01/27/2017  Phase 3 top-line data released January 27, 2017. Met one of three co-primary endpoints in NI-AC301 trial. Met all endpoints in NI-AC302 trial."
AGN,AVYCAZ (ceftazidime and avibactam)  Complicated Urinary Tract Infections (cUTI),Approved,"01/30/2017  sNDA approval announced January 30, 2017."
GEMP,Gemcabene - COBALT-1  Homozygous Familial Hypercholesterolemia (HoFH),Phase 2b,"01/30/2017  Phase 2b interim data released January 30, 2017."
CATB,Edasalonexent (CAT-1004)  Duchenne muscular dystrophy (DMD),Phase 3,01/31/2017  Phase 1/2 top-line data released January 31 - primary endpoint not met.
TENX,Levosimendan  Reduce the incidence of low cardiac output syndrome during cardiac surgery,Phase 3,"01/31/2017  Phase 3 top line data released January 31, 2017 - primary endpoints not met."
AMGN,Parsabiv  Secondary hyperparathyroidism (SHPT),Approved,"02/07/2017  Approved February 7, 2017."
GWPH,Sativex  Spasticity due multiple sclerosis,Phase 2,"02/07/2017  Phase 2 trial did not meet primary endpoint - noted February 7, 2017."
JNJ,XARELTO (rivaroxaban)  Coronary Artery Disease or Peripheral Artery Disease,Phase 3,"02/08/2017  Phase 3 trial stopped early due to positive efficacy - February 8, 2017."
ACOR,INBRIJA (CVT-301)  OFF episodes of Parkinson’s disease (PD),PDUFA,"02/09/2017  Phase 3 data released February 9, 2017 - primary endpoint met."
TCON,TRC105 and Avastin  Glioblastoma - cancer,Phase 2,"02/09/2017  Phase 2 data released February 9, 2017 - primary endpoint not met."
ZSAN,M207  Migraine,Phase 3,"02/13/2017  Phase 3 trial data due released February 13, 2017 - primary endpoints met."
SAGE,SAGE-217  Major Depressive Disorder (MDD),Phase 3,"02/13/2017  Phase 2 top-line data from open-label trial released February 13, 2017"
AXON,Nelotanserin Visual hallucinations in subjects with Lewy body dementia,Phase 2,"02/13/2017  Phase 2 preliminary data released February 13, 2017. Primary endpoint hit, secondary endpoints missed. Full study to be completed mid-2017. Phase 3 trial to be initiated 2H 2017."
MRK,MK-8931 (017) - Verubecestat  Mild-to-moderate Alzheimer's,Phase 3,"02/14/2017  Phase 3 trial stopped due to lack of efficacy - February 14, 2017."
ARDX,Tenapanor  Hyperphosphatemia in end-stage renal disease (ESRD) patients,Phase 3,"02/15/2017  Phase 3 released February 15, 2017 - primary endpoint met."
BHC,Brodalumab  Psoriasis,Approved,"02/15/2017  Approved February 15, 2017."
ALKS,ALKS 6428 Opioid dependence,Phase 3,02/15/2017  Phase 3 trial did not meet endpoint - February 2017 (exact date unsure).
XBIT,MABp1  Hidradenitis Suppurativa (HS),Phase 2,"02/16/2017  Phase 2 data released February 16, 2017."
AZN,Lynparza  Breast cancer,Approved,"02/17/2017  Phase 3 data released February 17, 2016 - primary endpoint met."
MRK,Lynparza  Breast cancer,Approved,"02/17/2017  Phase 3 data released February 17, 2016 - primary endpoint met."
AMPH,Naloxone Intranasal  Opioid overdose,CRL,"02/21/2017  CRL announced February 21, 2017."
TRVN,Oliceridine (TRV130)  Moderate to severe acute pain,CRL,"02/21/2017  Phase 3 APOLLO-1 and APOLLO-2 data released February 21, 2017 - primary endpoints met but commercial doubts raised."
XBIT,Xilonix  Colorectal cancer,Phase 3,"02/21/2017  Phase 3 interim analysis announced February 21, 2017 - trial to continue as planned."
CDTX,CD101 Topical - RADIANT  Vulvovaginal candidiasis (VVC),Phase 2,"02/21/2017  Phase 2 data released February 21, 2017 - efficacy not evident, Development to be discontinued."
CMRX,Brincidofovir - Advise trial  Adenovirus Infection,Phase 3,"02/22/2017  Phase 3 interim analysis released May 2016. Final data released February 22, 2017."
CELG,REVLIMID Multiple myeloma (MM) - autologous stem cell transplant (ASCT),Approved,"02/22/2017  Approved February 22, 2017."
MLNT,Taksta - Fusidic acid  Acute bacterial skin and skin structure infections (ABSSSI),Phase 3,"02/24/2017  Phase 3 data released February 24, 2017 - endpoints met."
BCRX,BCX7353 - APeX-2  Reduce or eliminate attacks in HAE patients,Phase 3,"02/27/2017  Phase 2 interim data released February 27, 2017."
LJPC,GiaprezaTM (angiotensin II)  Increase blood pressure in adults with septic or other distributive shock,Approved,"02/27/2017  Phase 3 data released February 27, 2016 - primary endpoint hit. Secondary endpoints not mentioned. NDA filing due 2H 2017."
AZN,Saxagliptin and dapagliflozin  Type-2 diabetes,Approved,"02/28/2017  Approval announced February 28, 2017."
LXRX,Telotristat etiprate (XERMELO)  Carcinoid Syndrome,Approved,"02/28/2017  Approved February 28, 2017."
GILD,Yescarta (axicabtagene ciloleucel)  Refractory Non-Hodgkin's Lymphoma (NHL) - cancer,Phase 2,"02/28/2017  Phase 2 primary analysis released February 28, 2017 showed trial met primary endpoint. 31% CR for DLBCL."
MLNT,Solithromycin  NASH,Phase 2,"02/28/2017  Noted February 28, 2017 that development has been suspended due to lack of efficacy."
AUPH,Voclosporin - AURORA  Lupus,Phase 3,"03/01/2017  Phase 2b data released August 2016. Primary endpoint met but with high number of deaths. Further data released March 1, 2017 - no additional deaths and endpoints met."
MRK,Odactra (MK-8237)  House dust mite allergies,Approved,"03/01/2017  Approved March 1, 2017."
KPTI,Selinexor SOPRA  Cancer - Relapsed/Refractory Acute Myeloid Leukemia (AML),Phase 2,"03/02/2017  Data Safety Monitoring Board (DSMB) noted March 2, 2017 that trial will not meet primary endpoint."
PTCT,Translarna  Nonsense mutation cystic fibrosis,Phase 3,"03/02/2017  Phase 3 data released March 2, 2017 - endpoints not met. Development to be discontinued."
PBYI,Roche (RHHBY) - Perjeta + Herceptin (APHINITY)  Adjuvant HER2+ breast cancer,Phase 3,"03/02/2017  Note this trial is conducted by competitor Roche (RHHBY), NOT by Puma. The event was likely to have a significant impact on the share price of Puma (e.g. positive data would likely have a negative impact on Puma and vice versa). Data were released March 2, 2017 - primary endpoint was met."
SCYX,Intravenous SCY-078  Invasive candidiasis,Phase 2,"03/02/2017  Clinical hold placed on the initiation of intravenous (IV) SCY-078 until the FDA completes a review of all data. Clinical hold follows three mild-to-moderate thrombotic events in healthy volunteers - announced March 2, 2017."
GALT,GR-MD-02  Plaque psoriasis,Phase 2a,"03/06/2017  Phase 2 data released March 6, 2017."
IONS,Volanesorsen - APPROACH  Familial chylomicronemia syndrome (FCS),CRL,"03/06/2017  Phase 3 data released March 6, 2017 - primary endpoint met. Relative safety concerns noted."
AKCA,Volanesorsen - APPROACH  Familial chylomicronemia syndrome (FCS),CRL,"03/06/2017  Phase 3 data released March 6, 2017 - primary endpoint met. Relative safety concerns noted."
TGTX,TG-1101 and IMBRUVICA (GENUINE trial)  Chronic Lymphocytic Leukemia (CLL) cancer,Phase 3,"03/06/2017  Phase 3 trial met primary endpoint - March 6, 2017, meeting with FDA in 2H 2017."
KURA,Tipifarnib  Head and neck squamous cell carcinomas (HNSCC),Phase 2,"03/06/2017  Phase 2 ongoing data released March 6, 2017 - further data due 2H 2017."
ACOR,Ampyra  Improve walking in patients with multiple sclerosis,-,"03/09/2017  Decision on Inter Partes Review (IPR) released March 10, 2017 - patents upheld."
NVS,LEE011  HR+/HER2- advanced breast cancer,Approved,"03/13/2017  Priority review granted November 1, 2016. Approval announced March 13, 2017."
ENDP,OPANA ER  Management of pain,-,"03/14/2017  Advisory Committee Meeting March 14, 2017 voted 18 to eight that the benefits of reformulated OPANA ER no longer outweigh its risks."
MRK,KEYTRUDA  Relapsed or Refractory Classical Hodgkin Lymphoma,Approved,"03/14/2017  Approval announced March 14, 2017."
AZN,Lynparza - SOLO 2  Second-line ovarian cancer,Approved,"03/14/2017  Data presented March 14, 2017 showed significant PFS benefit."
CPRX,Firdapse MuSK-antibody positive myasthenia gravis (MuSK-MG),Phase 2,"03/15/2017  Phase 2 top-line data met endpoints - March 15, 2017. Pivotal trial planned."
AMGN,Repatha  Cardiovascular disease,Approved,"03/17/2017  Phase 3 cardiovascular outcomes study data released March 17, 2017 - endpoints met but down on expectations."
AZN,Lokelma (ZS-9)  Hyperkalaemia,Approved,"03/17/2017  Second CRL issued March 17, 2017."
BLRX,BL-8040 GENESIS  Stem-cell mobilization for autologous transplantation,Phase 3,"03/20/2017  Phase 2 trial initiated March 2016. Partial data released March 20, 2017."
GNMX,NFC-1 - SAGA  mGluR mutation positive ADHD,Phase 2/3,"03/20/2017  Phase 2/3 data released March 20, 2017 - primary endpoint not met."
AGN,JUVÉDERM VOLLURE  Correction of moderate to severe facial wrinkles and folds,Approved,"03/20/2017  Approval announced March 20, 2017."
LLY,"Abemaciclib - MONARCH 1 and 2  Second-line hormone-receptor-positive (HR+), human epidermal growth factor receptor 2-negative (HER2-) breast cancer and HR+, HER2- breast cancer",Approved,"03/20/2017  Phase 3 data released March 20, 2017 - PFS primary endpoint met."
NKTR,NKTR-181 Lower back pain,PDUFA,"03/20/2017  Phase 3 data released March 20, 2017 - endpoints met."
JAZZ,JZP-110  Excessive sleepiness associated with obstructive sleep apnea,Phase 3,"03/20/2017  Phase 3 data released March 20, 2017 - primary endpoints met."
NVS,RELAX-AHF-2 (RLX030)  Acute heart failure,Phase 3,"03/22/2017  Phase 3 data released March 22, 2017 - primary endpoints not met."
PFE,Avelumab  Metastatic Merkel cell carcinoma,Approved,"03/23/2017  Priority review announced November 29, 2016. Approval announced March 23, 2017."
XENE,XEN801  Acne,Phase 2,03/24/2017  Phase 2 data released March 24 2017 - endpoints not met.
AUPH,Voclosporin - AURION trial  Lupus,Phase 2,"03/27/2017  48-week data from open-label AURION study presented March 27, 2017 - primary endpoint met."
PRTK,Sarecycline  Severe acne vulgaris,Approved,03/27/2017  Phase 3 data released March 27 2017 - primary endpoints met. NDA filing due 2H 2017.
AGN,Sarecycline  Severe acne vulgaris,Approved,03/27/2017  Phase 3 data released March 27 2017 - primary endpoints met. NDA filing due 2H 2017.
TSRO,Niraparib - NOVA (Niraparib Ovarian) Cancer - ovarian,Approved,"03/27/2017  PDUFA date under priority review was June 30, 2017. Approved March 27, 2017."
FOMX,FMX101 - FX2017-22  Acne,Phase 3,"03/27/2017  Phase 3 data released March 27, 2017 - three of four primary endpoints met across two trials."
VRTX,Tezacaftor (VX-661) / ivacaftor  Cystic fibrosis - Two Copies of the F508del Mutation,PDUFA priority review,"03/28/2017  Phase 3 data released March 28, 2017 - primary endpoint met. NDA filing due 3Q 2017."
RTTR,RP-G28  Lactose intolerance,Phase 3,"03/28/2017  Phase 2/3 top-line data released March 28, 2017. Primary endpoint met. End of Phase 2 meeting with FDA planned."
VRTX,Tezacaftor (VX-661) / ivacaftor  Cystic fibrosis - Two Copies of the F508del Mutation,Approved,"03/28/2017  Phase 3 data released March 28, 2017 - primary endpoint met. NDA filing due 3Q 2017."
REGN,Dupixent (dupilumab)  Atopic dermatitis,Approved,"03/28/2017  Approved under priority review - March 28, 2017."
SNY,Dupixent (dupilumab)  Atopic dermatitis,Approved,"03/28/2017  Approved under priority review - March 28, 2017."
CRBP,Anabasum (Resunab)  Cystic Fibrosis,Phase 2b,"03/30/2017  Phase 2 data released March 30, 2017 - primary endpoint met but some concerns regarding efficacy."
